Wall time,Step,Value
1765813630.8393567,999,3.480623960494995
1765813650.8824108,1999,3.111029863357544
1765813670.9632685,2999,2.917860984802246
1765813691.0786679,3999,2.7856359481811523
1765813711.3166487,4999,2.6832499504089355
1765813731.567627,5999,2.6746671199798584
1765813751.8594422,6999,2.634903907775879
1765813772.0852313,7999,2.425020217895508
1765813792.3206768,8999,2.5760819911956787
1765813812.6272664,9999,2.4730350971221924
1765813832.9647079,10999,2.366154670715332
1765813853.187961,11999,2.347404956817627
1765813877.467881,12999,2.3308827877044678
1765813897.662391,13999,2.320655584335327
1765813917.8588612,14999,2.283601999282837
1765813938.1016238,15999,2.3386802673339844
1765813958.4141085,16999,2.1965599060058594
1765813978.6860075,17999,2.228619337081909
1765813999.0247397,18999,2.1916308403015137
1765814019.2756455,19999,2.212960720062256
1765814039.5787215,20999,2.147543430328369
1765814059.860846,21999,2.104112148284912
1765814080.1545613,22999,2.1056277751922607
1765814100.4468591,23999,2.1481454372406006
1765814120.698431,24999,2.121066093444824
1765814145.237336,25999,2.085801124572754
1765814165.5045884,26999,2.091348886489868
1765814185.7028522,27999,2.0741584300994873
1765814205.8111904,28999,2.052295684814453
1765814226.0256407,29999,2.002155065536499
1765814246.3314383,30999,1.989923357963562
1765814266.5942726,31999,2.0190653800964355
1765814286.8752906,32999,2.0911638736724854
1765814307.2324567,33999,2.0025205612182617
1765814327.5741582,34999,2.0161449909210205
1765814347.8922358,35999,1.9544068574905396
1765814368.144345,36999,2.0123791694641113
1765814392.4423788,37999,2.123173236846924
1765814412.6750472,38999,2.02666974067688
1765814432.9628565,39999,1.9983656406402588
1765814453.2249808,40999,2.0651724338531494
1765814473.4972212,41999,2.074629545211792
1765814493.735674,42999,2.0480637550354004
1765814513.9846396,43999,2.0007500648498535
1765814534.238394,44999,2.030271053314209
1765814554.6156218,45999,1.973258376121521
1765814574.8559377,46999,1.9782018661499023
1765814595.1591876,47999,2.0125269889831543
1765814615.5258658,48999,2.0223278999328613
1765814635.868701,49999,1.9745577573776245
1765814660.5640035,50999,2.0039305686950684
1765814680.9416938,51999,2.0164129734039307
1765814701.190825,52999,1.9905411005020142
1765814721.5204818,53999,2.071194648742676
1765814741.7775366,54999,2.0195112228393555
1765814762.0770907,55999,1.9569588899612427
1765814782.3339663,56999,1.9106791019439697
1765814802.6534178,57999,2.041721820831299
1765814822.9187064,58999,1.9910297393798828
1765814843.2975707,59999,1.9754655361175537
1765814863.6924016,60999,2.0237741470336914
1765814884.081193,61999,1.9954205751419067
1765814908.8187277,62999,2.0385923385620117
1765814929.1589813,63999,1.9653434753417969
1765814949.5170999,64999,2.050568103790283
1765814969.7486022,65999,1.974643349647522
1765814989.9821005,66999,2.028259515762329
1765815010.2921581,67999,2.0041720867156982
1765815030.6424856,68999,2.0117924213409424
1765815050.8685539,69999,1.952884316444397
1765815071.1501534,70999,1.9747055768966675
1765815091.501157,71999,2.001174211502075
1765815111.7484787,72999,2.0446949005126953
1765815132.0202239,73999,1.9670714139938354
1765815152.2841754,74999,1.985977053642273
1765815176.8107164,75999,1.9945776462554932
1765815197.0985239,76999,2.0002408027648926
1765815217.325756,77999,1.9808183908462524
1765815237.6556826,78999,2.0033507347106934
1765815257.9687064,79999,1.9448530673980713
1765815278.3210778,80999,1.985190510749817
1765815298.6565998,81999,1.9974011182785034
1765815319.0405605,82999,1.973024606704712
1765815339.324715,83999,2.0207810401916504
1765815359.609125,84999,2.004138231277466
1765815379.8682272,85999,2.0308115482330322
1765815400.1179185,86999,2.0541234016418457
1765815424.5276055,87999,2.0562336444854736
1765815444.7124865,88999,2.0213730335235596
1765815465.0184972,89999,1.9999001026153564
1765815485.359269,90999,2.032606601715088
1765815505.6594558,91999,2.0551342964172363
1765815525.978417,92999,2.023054599761963
1765815546.3084261,93999,1.981931209564209
1765815566.65916,94999,1.9486582279205322
1765815587.0659332,95999,1.9966076612472534
1765815607.3386455,96999,1.9406260251998901
1765815627.694714,97999,1.9348737001419067
1765815648.0346432,98999,1.9116209745407104
1765815668.4062307,99999,2.0126664638519287
1765815693.3856344,100999,2.0022480487823486
1765815713.6936257,101999,1.9449971914291382
1765815733.9849675,102999,2.006789445877075
1765815754.2804737,103999,2.009822368621826
1765815774.543003,104999,1.9056428670883179
1765815794.8201756,105999,2.0322861671447754
1765815815.1268623,106999,2.000464677810669
1765815835.3883762,107999,2.027360677719116
1765815855.6686769,108999,1.9452368021011353
1765815876.0601077,109999,1.987342119216919
1765815896.3009,110999,1.9992092847824097
1765815916.6245716,111999,1.98839271068573
1765815941.1504242,112999,1.9380065202713013
1765815961.4921536,113999,1.9745259284973145
1765815981.755078,114999,1.9943828582763672
1765816001.9600887,115999,1.8826942443847656
1765816022.18749,116999,1.995065450668335
1765816042.465374,117999,2.045273780822754
1765816062.8453403,118999,1.9859371185302734
1765816083.1327374,119999,1.9404549598693848
1765816103.4626844,120999,2.0246033668518066
1765816123.8350134,121999,1.9907690286636353
1765816144.1713946,122999,1.979418158531189
1765816164.4820273,123999,1.9800703525543213
1765816184.7645013,124999,1.9700121879577637
1765816209.396145,125999,1.9793801307678223
1765816229.6515238,126999,1.9332809448242188
1765816250.0545883,127999,1.9884610176086426
1765816270.3987317,128999,1.9107029438018799
1765816290.6659002,129999,2.0279488563537598
1765816311.061172,130999,1.9657577276229858
1765816331.4068575,131999,2.021728992462158
1765816351.7610695,132999,2.03330135345459
1765816372.0822594,133999,1.9563324451446533
1765816392.3608446,134999,2.048581600189209
1765816412.7059345,135999,1.9634811878204346
1765816433.032052,136999,1.9613053798675537
1765816457.783823,137999,2.006131649017334
1765816478.0963073,138999,1.9671615362167358
1765816498.4043746,139999,1.9843260049819946
1765816518.7114296,140999,1.9516136646270752
1765816539.0395277,141999,1.960712194442749
1765816559.309823,142999,1.9228671789169312
1765816579.5986772,143999,1.9420140981674194
1765816599.917268,144999,2.000720977783203
1765816620.2053945,145999,1.9308295249938965
1765816640.513278,146999,1.9681349992752075
1765816660.7701538,147999,1.9335917234420776
1765816681.1001701,148999,2.0175843238830566
1765816701.4444675,149999,2.001267433166504
1765816726.4503706,150999,1.9683468341827393
1765816746.7701533,151999,1.9630690813064575
1765816767.0659833,152999,1.991438627243042
1765816787.4069564,153999,2.023651599884033
1765816807.7316618,154999,1.9530115127563477
1765816828.088105,155999,1.9862051010131836
1765816848.3397274,156999,1.9910593032836914
1765816868.5735688,157999,1.9971479177474976
1765816888.9208884,158999,1.9123222827911377
1765816909.2897732,159999,1.9886964559555054
1765816929.606957,160999,1.9748185873031616
1765816949.8589299,161999,1.8950639963150024
1765816974.6605375,162999,1.9673964977264404
1765816994.944736,163999,1.9350295066833496
1765817015.1862543,164999,1.9514119625091553
1765817035.4267366,165999,1.9481576681137085
1765817055.830264,166999,1.997450828552246
1765817076.0767148,167999,1.9022479057312012
1765817096.3875387,168999,1.9246124029159546
1765817116.7620797,169999,1.892653465270996
1765817137.0327063,170999,1.9540883302688599
1765817157.3407183,171999,1.9675092697143555
1765817177.6540377,172999,1.9183847904205322
1765817197.9038708,173999,1.9392991065979004
1765817218.188232,174999,1.956830620765686
1765817242.6566799,175999,1.9120336771011353
1765817263.0190706,176999,1.959628701210022
1765817283.366788,177999,1.9230057001113892
1765817303.688596,178999,1.9303818941116333
1765817324.0540981,179999,1.8964924812316895
1765817344.3798637,180999,1.8726873397827148
1765817364.749026,181999,1.9364360570907593
1765817385.1079183,182999,1.9434789419174194
1765817405.4122841,183999,1.9440914392471313
1765817425.722325,184999,2.0495762825012207
1765817446.0645587,185999,2.01788067817688
1765817466.363758,186999,1.8983373641967773
1765817490.807312,187999,1.9515917301177979
1765817511.1705866,188999,1.9682003259658813
1765817531.4483118,189999,1.9017741680145264
1765817551.8334923,190999,1.9528826475143433
1765817572.2277153,191999,1.9010640382766724
1765817592.6003556,192999,1.857445240020752
1765817612.9530733,193999,1.8346248865127563
1765817633.3234644,194999,1.8695580959320068
1765817653.6741478,195999,1.8993867635726929
1765817674.0021281,196999,1.9483964443206787
1765817694.272096,197999,1.866287112236023
1765817714.4902318,198999,1.87028968334198
1765817734.7985554,199999,1.8329696655273438
1765817759.3970406,200999,1.839464783668518
1765817779.7571952,201999,1.9026031494140625
1765817799.9666963,202999,1.7955207824707031
1765817820.253575,203999,1.8948705196380615
1765817840.5862646,204999,1.827206015586853
1765817860.8271124,205999,1.8069007396697998
1765817881.1551328,206999,1.8402094841003418
1765817901.5420253,207999,1.8412903547286987
1765817921.8674326,208999,1.837991714477539
1765817942.1160119,209999,1.8171041011810303
1765817962.4172733,210999,1.8816198110580444
1765817982.710389,211999,1.8762084245681763
1765818007.4183757,212999,1.845442771911621
1765818027.688885,213999,1.8506139516830444
