Wall time,Step,Value
1765839911.8286204,5952,-0.18000000715255737
1765839945.8550794,16736,1.8300000429153442
1765839949.1783721,17792,1.75
1765839960.0311906,21216,4.679999828338623
1765839963.4676461,22272,-0.20000000298023224
1765839973.7556894,25552,1.2549999952316284
1765839987.5003092,29840,1.7300000190734863
1765839990.7540498,30880,0.8100000023841858
1765840035.7887836,44848,0.7300000190734863
1765840060.495878,52592,1.7699999809265137
1765840063.9335928,53680,1.7999999523162842
1765840067.3992646,54784,0.7799999713897705
1765840084.3668077,60176,1.75
1765840111.6242776,68800,0.800000011920929
1765840114.9574156,69856,0.8299999833106995
1765840124.7767603,72960,0.8100000023841858
1765840128.100456,74000,2.690000057220459
1765840138.1359718,77136,0.7900000214576721
1765840141.3246992,78144,-0.20999999344348907
1765840161.602495,84528,0.800000011920929
1765840180.1170433,90320,0.7799999713897705
1765840204.2818322,97824,4.670000076293945
1765840241.9517481,108576,0.8700000047683716
1765840255.1306343,112768,1.7200000286102295
1765840265.0457158,115904,1.6799999475479126
1765840268.186481,116912,1.7000000476837158
1765840315.671536,131888,3.6700000762939453
1765840329.1619613,136144,1.7599999904632568
1765840332.421884,137152,0.800000011920929
1765840339.1601605,139248,3.7300000190734863
1765840346.3294837,141504,2.759999990463257
1765840365.8896217,147712,0.8199999928474426
1765840392.537416,156096,2.2249999046325684
1765840399.321586,158176,-0.1599999964237213
1765840403.2112157,159328,0.8399999737739563
1765840414.0444157,162720,1.7000000476837158
1765840438.853659,170592,2.6700000762939453
1765840449.7555957,173984,4.510000228881836
1765840456.5068889,176112,3.740000009536743
1765840462.8722258,178144,4.46999979019165
1765840486.8495226,185744,3.4800000190734863
1765840490.1889586,186784,1.6799999475479126
1765840507.6799428,192320,1.1699999570846558
1765840532.002326,199696,2.549999952316284
1765840539.9694474,200976,0.75
1765840543.7893794,202192,2.5199999809265137
1765840560.1654058,207440,0.7400000095367432
1765840563.3311949,208448,4.670000076293945
1765840596.8304932,219120,0.800000011920929
1765840600.1186986,220160,1.7100000381469727
1765840606.9358075,222320,-0.18000000715255737
1765840627.0155401,228704,1.590000033378601
1765840634.2022836,230976,2.7100000381469727
1765840641.4166894,233264,1.809999942779541
1765840671.5156548,242736,-0.17000000178813934
1765840688.3498337,248112,0.8700000047683716
1765840739.1309454,264208,0.2849999964237213
1765840742.6815977,265328,3.630000114440918
1765840786.858803,279280,5.650000095367432
1765840790.5360053,280384,1.7599999904632568
1765840794.7725275,281600,3.6600000858306885
1765840831.9129682,293248,0.8100000023841858
1765840841.7267358,296368,1.7699999809265137
1765840859.5980513,300768,0.8199999928474426
1765840872.8258164,304976,2.6700000762939453
1765840882.6719818,308096,-0.17000000178813934
1765840892.6156766,311280,0.8500000238418579
1765840899.8441563,313600,1.7999999523162842
1765840917.0697727,319088,-0.1599999964237213
1765840924.539999,321456,4.659999847412109
1765840928.0436149,322560,0.7900000214576721
1765840962.7590494,333568,5.679999828338623
1765840975.9477484,337728,1.7000000476837158
1765840989.1420496,341856,0.8100000023841858
1765840995.7518559,343936,3.75
1765840999.189258,345040,0.7900000214576721
1765841010.2456129,348560,4.679999828338623
1765841063.4435112,365328,3.680000066757202
1765841091.2267935,374096,2.740000009536743
1765841094.436976,375104,1.7300000190734863
1765841120.6063735,383344,0.7799999713897705
1765841135.2325194,387936,2.6600000858306885
1765841156.3661385,394592,1.7200000286102295
1765841159.7418666,395648,4.650000095367432
1765841163.8031788,396928,1.7799999713897705
1765841209.514973,410000,1.7400000095367432
1765841236.0927713,418400,2.5199999809265137
1765841249.2912571,422592,3.6700000762939453
1765841256.176251,424752,2.7300000190734863
1765841274.0828664,430432,5.690000057220459
1765841291.0843153,435696,4.639999866485596
1765841297.5296173,437728,3.680000066757202
1765841334.7923608,449552,3.6600000858306885
1765841356.5990913,456480,3.7100000381469727
1765841359.7714026,457488,3.680000066757202
1765841407.4492588,472656,0.7900000214576721
1765841411.8105357,474048,0.8199999928474426
1765841418.4899077,476176,3.7100000381469727
1765841431.9773405,480464,0.8199999928474426
1765841435.4405346,481568,3.690000057220459
1765841442.3608623,483760,4.199999809265137
1765841462.789398,490240,4.650000095367432
1765841477.404583,494880,1.7599999904632568
1765841498.3371277,500288,3.700000047683716
1765841511.6948926,504528,3.6700000762939453
1765841521.6476674,507696,1.7799999713897705
1765841528.420867,509856,2.700000047683716
1765841542.7131195,514400,3.759999990463257
1765841545.919757,515424,0.8999999761581421
1765841562.6947362,520752,4.659999847412109
1765841566.2773995,521888,4.670000076293945
1765841586.991135,528448,3.6700000762939453
1765841593.780417,530608,0.33000001311302185
1765841610.8436337,536032,1.7899999618530273
1765841666.5205505,553760,2.6700000762939453
1765841669.9909334,554864,0.7799999713897705
1765841673.2404432,555888,2.5299999713897705
1765841676.7592769,557008,0.8399999737739563
1765841680.453485,558176,5.670000076293945
1765841690.5982134,561408,2.75
1765841694.2872732,562576,-0.17000000178813934
1765841697.5140128,563600,4.679999828338623
1765841744.2452257,578432,5.690000057220459
1765841747.5400922,579472,2.630000114440918
1765841754.1275768,581568,1.659999966621399
1765841757.739434,582720,0.7699999809265137
1765841760.9705958,583744,3.630000114440918
1765841767.6324825,585856,2.549999952316284
1765841781.2608984,590176,1.7699999809265137
1765841788.1949346,592368,5.699999809265137
1765841801.2108102,596480,0.8700000047683716
1765841808.2470598,598720,0.8700000047683716
1765841825.8912587,602960,6.489999771118164
1765841846.1524649,609408,6.670000076293945
1765841852.8125415,611520,0.6499999761581421
1765841866.4907227,615872,2.809999942779541
1765841883.3003576,621200,1.284999966621399
1765841920.7161443,633088,3.7200000286102295
1765841923.8767276,634096,0.7699999809265137
1765841933.6106277,637200,1.6200000047683716
1765841940.4764512,639392,1.6100000143051147
1765841944.6986487,640736,1.7899999618530273
1765841955.7713783,644256,3.819999933242798
1765841962.9013584,646528,4.670000076293945
1765841986.6670222,654064,0.8100000023841858
1765842003.9092083,659536,0.7699999809265137
1765842020.7135675,664880,1.7400000095367432
1765842024.0473056,665920,0.8500000238418579
1765842052.2735224,674848,1.75
1765842055.4294233,675856,1.809999942779541
1765842073.884802,681712,1.7699999809265137
1765842077.2117507,682768,1.7799999713897705
1765842090.6297002,687008,2.75
1765842104.352671,691376,4.71999979019165
1765842124.0686684,697632,1.7799999713897705
1765842127.857232,698832,2.7699999809265137
1765842148.4999986,704176,0.7799999713897705
1765842155.1483355,706288,0.8100000023841858
1765842168.8592777,710640,3.7100000381469727
1765842179.3724377,713984,1.7400000095367432
1765842186.1086361,716128,2.7699999809265137
1765842209.8930867,723680,5.679999828338623
1765842220.0851414,726912,2.759999990463257
1765842237.8092315,732528,1.7200000286102295
1765842240.979722,733536,2.5999999046325684
1765842254.1646101,737728,3.740000009536743
1765842267.7495909,742064,3.6700000762939453
1765842294.712457,750640,1.7699999809265137
1765842301.6365926,752832,7.420000076293945
1765842356.0082788,770112,3.859999895095825
1765842393.3842564,782016,1.7999999523162842
1765842399.7370155,784048,2.819999933242798
1765842406.6062362,786224,5.699999809265137
1765842409.825983,787248,5.710000038146973
1765842416.7632477,789456,2.2799999713897705
1765842420.3343177,790592,1.8200000524520874
1765842427.050545,792736,4.78000020980835
1765842430.4148185,793808,0.7599999904632568
1765842433.751803,794848,8.680000305175781
1765842454.8460119,800240,4.769999980926514
1765842474.5265346,806496,1.649999976158142
1765842546.1788971,829312,0.8799999952316284
1765842549.6423502,830416,2.759999990463257
1765842573.2399538,837920,0.8600000143051147
1765842583.5557318,841216,3.809999942779541
1765842587.1795561,842368,2.200000047683716
1765842593.911938,844512,2.5999999046325684
1765842600.3993087,846576,1.809999942779541
1765842607.5004542,848816,1.8600000143051147
1765842627.8711965,855296,1.8600000143051147
1765842684.3086102,873216,1.850000023841858
1765842688.3043525,874480,2.799999952316284
1765842695.1271715,876656,2.8399999141693115
1765842705.8325834,880064,1.8300000429153442
1765842732.392519,888496,2.630000114440918
1765842735.6489534,889536,2.8299999237060547
1765842766.3698313,899296,4.550000190734863
1765842783.9177399,903664,2.25
1765842794.2495553,906944,2.7799999713897705
1765842797.5698178,908000,1.443333387374878
1765842810.517949,912096,0.7599999904632568
1765842820.670615,915312,4.769999980926514
1765842827.4274921,917456,2.7799999713897705
1765842849.371783,924464,5.659999847412109
1765842869.9734504,931024,2.7699999809265137
1765842879.7981799,934144,3.7699999809265137
1765842886.3420992,936224,3.740000009536743
1765842900.2911541,940656,3.7200000286102295
1765842916.6667495,945856,2.7899999618530273
1765842961.4055676,960128,1.8300000429153442
1765842968.664265,962432,4.065000057220459
1765842989.906344,969184,3.6700000762939453
1765843000.264172,972480,4.235000133514404
1765843007.3107593,974720,1.899999976158142
1765843020.3306324,978864,1.809999942779541
1765843023.8909054,980000,3.640000104904175
1765843045.0593581,986768,6.630000114440918
1765843051.5025008,988816,3.4700000286102295
1765843079.2897246,997632,3.6700000762939453
1765843119.051405,1008912,5.670000076293945
1765843126.0552733,1011136,2.690000057220459
1765843132.639699,1013216,3.690000057220459
1765843167.0188785,1024160,1.600000023841858
1765843190.991874,1031792,2.7699999809265137
1765843201.3176246,1035072,3.680000066757202
1765843211.5227623,1038304,0.7699999809265137
1765843239.445336,1047200,2.75
1765843292.64793,1064112,1.8200000524520874
1765843302.388748,1067216,1.7799999713897705
1765843316.2071998,1071600,3.680000066757202
1765843336.679303,1078112,4.650000095367432
1765843343.2254348,1080192,3.609999895095825
1765843360.682918,1085728,2.674999952316284
1765843370.8651328,1088976,0.800000011920929
1765843374.3355074,1090080,4.679999828338623
1765843377.807975,1091184,1.7699999809265137
1765843413.2269535,1101136,4.190000057220459
1765843420.4142408,1103424,2.7300000190734863
1765843444.4321928,1111040,3.6500000953674316
1765843458.2789717,1115440,3.75
1765843465.1954794,1117632,4.659999847412109
1765843491.3744655,1125936,1.8200000524520874
1765843494.5757542,1126944,1.690000057220459
1765843524.328664,1136400,2.7799999713897705
1765843558.4689438,1147264,5.730000019073486
1765843571.8718379,1151504,3.809999942779541
1765843578.5745907,1153632,5.429999828338623
1765843606.6837325,1162592,0.7900000214576721
1765843609.8830872,1163600,3.640000104904175
1765843616.4414897,1165664,5.639999866485596
1765843629.9514225,1169968,1.8799999952316284
1765843660.546372,1179696,2.7899999618530273
1765843700.057389,1192304,5.670000076293945
1765843714.1918848,1196800,4.710000038146973
1765843721.1711445,1199024,4.650000095367432
1765843735.1987612,1202224,-0.1899999976158142
1765843741.7606184,1204304,2.7200000286102295
1765843748.7725003,1206528,3.6700000762939453
1765843782.782777,1217312,3.7300000190734863
1765843785.9804382,1218336,4.679999828338623
1765843795.9591055,1221520,2.6500000953674316
1765843799.1443405,1222528,4.480000019073486
1765843809.014539,1225664,5.659999847412109
1765843819.9845667,1229152,3.6700000762939453
1765843826.8539598,1231344,3.630000114440918
1765843844.1234043,1236832,5.675000190734863
1765843868.5811718,1244624,3.6700000762939453
1765843885.0984147,1249888,3.7300000190734863
1765843888.449672,1250960,5.650000095367432
1765843922.342475,1261760,6.670000076293945
1765843929.481381,1264016,2.559999942779541
1765843964.4549117,1275104,3.5
1765843971.3223345,1277280,3.2300000190734863
1765843974.7106905,1278352,3.6600000858306885
1765843998.387815,1285872,1.7599999904632568
1765844015.49793,1291312,2.680000066757202
1765844029.1311736,1295632,1.7599999904632568
1765844032.3698468,1296656,1.7799999713897705
1765844077.1949546,1309552,0.7699999809265137
1765844104.7496033,1318320,1.690000057220459
1765844118.160604,1322592,5.670000076293945
1765844135.3858395,1328064,2.680000066757202
1765844142.7605731,1330416,1.7599999904632568
1765844156.0612853,1334640,2.700000047683716
1765844208.2373066,1351248,3.7699999809265137
1765844215.3185008,1353504,3.7200000286102295
1765844228.2517006,1357616,0.8399999737739563
1765844231.5073216,1358656,0.8399999737739563
1765844234.9085646,1359744,3.1600000858306885
1765844241.3958516,1361808,0.8299999833106995
1765844251.9542441,1365152,0.800000011920929
1765844265.1228654,1369344,2.7799999713897705
1765844285.4087691,1375792,4.449999809265137
1765844298.3063285,1379888,1.7799999713897705
1765844314.8888402,1385152,2.700000047683716
1765844321.4890256,1387248,5.650000095367432
1765844336.177001,1391920,4.539999961853027
1765844346.1252134,1395072,3.7100000381469727
1765844367.7601044,1400656,4.650000095367432
1765844377.6254487,1403808,3.680000066757202
1765844394.5943122,1409200,0.8199999928474426
1765844398.1290815,1410320,4.519999980926514
1765844408.4352484,1413584,1.7799999713897705
1765844422.3201923,1417984,2.7100000381469727
1765844452.87178,1427696,3.740000009536743
1765844476.4624465,1435232,3.700000047683716
1765844486.7388453,1438496,0.8299999833106995
1765844490.1692255,1439600,2.690000057220459
1765844520.8305945,1449344,1.7200000286102295
1765844554.2526445,1459952,2.7300000190734863
1765844564.4309027,1463184,7.489999771118164
1765844586.0046332,1470016,3.7799999713897705
1765844607.1331432,1476640,6.46999979019165
1765844623.0552979,1481504,2.7200000286102295
1765844660.8643548,1493248,2.7699999809265137
1765844664.267554,1494336,2.7799999713897705
1765844677.9487863,1498720,3.680000066757202
1765844703.5146403,1505392,1.8300000429153442
1765844718.1726844,1510048,3.799999952316284
1765844727.9181378,1513136,8.649999618530273
1765844812.2753317,1539920,6.699999809265137
1765844826.9252732,1544560,5.71999979019165
1765844862.779482,1555984,3.75
1765844879.8714237,1561408,3.7699999809265137
1765844886.5562928,1563504,5.659999847412109
1765844889.994594,1564544,6.710000038146973
1765844893.4691489,1565632,5.78000020980835
1765844896.6617959,1566640,6.679999828338623
1765844924.0523863,1575296,0.7699999809265137
1765844952.284283,1584288,5.659999847412109
1765844955.4748938,1585312,2.2750000953674316
1765844963.063333,1587728,5.730000019073486
1765844966.2100587,1588736,3.694999933242798
1765845012.6894407,1602256,2.8299999237060547
1765845016.3022916,1603408,5.710000038146973
1765845023.970198,1605840,2.690000057220459
1765845061.6250718,1617776,3.740000009536743
1765845071.876913,1621056,4.210000038146973
1765845085.5925198,1625408,2.7699999809265137
1765845099.274143,1629696,1.75
1765845114.1287868,1634448,5.730000019073486
1765845137.0521154,1641696,3.194999933242798
1765845140.3712919,1642736,5.71999979019165
1765845143.521573,1643744,7.670000076293945
1765845150.0367618,1645824,5.71999979019165
1765845159.9658825,1648960,5.670000076293945
1765845204.1095028,1662688,7.639999866485596
1765845225.4633565,1669472,6.489999771118164
1765845235.6014414,1672688,4.690000057220459
1765845238.7829907,1673696,3.7799999713897705
1765845273.565029,1684624,2.759999990463257
1765845284.1465223,1688000,3.680000066757202
1765845287.8972244,1689200,8.609999656677246
1765845327.6064167,1700272,6.670000076293945
1765845337.4856386,1703424,2.75
1765845340.8390152,1704496,4.730000019073486
1765845347.3844867,1706592,5.230000019073486
1765845364.0671673,1711904,4.715000152587891
1765845376.0687234,1715680,3.690000057220459
1765845408.499329,1725904,1.7899999618530273
1765845445.603174,1737712,6.739999771118164
1765845462.6836972,1743104,7.679999828338623
1765845470.0753782,1745424,2.740000009536743
1765845552.4930604,1771488,6.659999847412109
1765845581.550369,1780736,5.46999979019165
1765845588.3972487,1782880,4.659999847412109
1765845599.012274,1786224,6.699999809265137
1765845620.1318526,1792800,5.710000038146973
1765845623.5131006,1793872,6.730000019073486
1765845652.0688126,1801344,2.740000009536743
1765845681.9335928,1810816,4.699999809265137
1765845697.5389304,1815648,1.75
1765845710.9668324,1819888,4.710000038146973
1765845724.4907486,1824208,3.75
1765845734.0677774,1827264,1.840000033378601
1765845740.8372228,1829392,6.679999828338623
1765845761.6535513,1835904,3.7300000190734863
1765845769.3142889,1838304,3.740000009536743
1765845793.2347608,1845872,5.690000057220459
1765845822.5997553,1855152,5.730000019073486
1765845829.792943,1857424,4.460000038146973
1765845840.31932,1860704,3.6500000953674316
1765845847.1465607,1862880,3.6600000858306885
1765845850.8685489,1864048,5.670000076293945
1765845854.2948773,1865152,5.690000057220459
1765845879.3748732,1873056,3.6600000858306885
1765845893.939411,1877584,5.71999979019165
1765845897.3934362,1878688,4.619999885559082
1765845903.9784617,1880768,4.690000057220459
1765845922.2988558,1886448,3.6600000858306885
1765845949.1575701,1895024,2.7300000190734863
1765845953.503074,1896416,4.670000076293945
1765845971.808959,1900832,1.8600000143051147
1765845979.2224777,1903200,4.639999866485596
1765846010.4270518,1913184,6.670000076293945
1765846048.8554945,1925328,3.690000057220459
1765846083.9130974,1936352,3.640000104904175
1765846090.752185,1938496,5.670000076293945
1765846115.7678638,1946368,2.690000057220459
1765846119.3893595,1947504,4.065000057220459
1765846122.7003345,1948528,5.420000076293945
1765846132.5286508,1951632,4.650000095367432
1765846143.9328632,1955248,4.679999828338623
1765846157.3854456,1959552,6.690000057220459
1765846171.4974985,1964016,6.659999847412109
